48,1070
134,1070
253,1070
376,1034
489,1012
617,927
734,874
818,813
849,751
854,775
868,797
885,781
892,791
887,744
919,692
894,698
909,656
919,685
931,683
931,666
944,681
956,658
964,710
954,695
948,654
945,620
955,677
951,680
935,716
963,638
988,649
997,588
997,584
1035,468
1075,441
1121,378
1157,373
1189,325
1240,257
1298,211
1298,177
1323,139
1318,180
1294,225
1239,233
1194,348
1143,412
1121,489
1093,592
1083,657
1105,683
1143,745
1182,749
1206,785
1199,848
1213,892
1245,1008
1259,1070
1314,1070
1354,1070
1414,1070
1487,1070
1543,1070
1591,1070
1642,1070
1660,1070
1661,1070
1680,1070
1686,1070
1715,1070
1754,1070
1783,1070
1803,1070
1823,1070
1832,1070
1835,1070
1819,1070
1774,1070
1731,1070
1731,1070
1744,1070
1733,1070
1766,1070
1783,1070
1804,1070
1831,1070
1827,1070
1829,1070
1844,1070
1826,1070
1806,1070
1805,1070
1791,1070
1780,1070
1767,1070
1750,1070
1746,1070
1736,1070
1714,1070
1709,1070
1683,1070
1648,1070
1647,1070
1636,1070
1647,1070
1621,1070
1577,1070
1542,1070
1489,1070
1417,1070
1345,1070
1233,1070
1186,1070
1141,1070
1099,1070
1075,1070
1062,1070
1048,1070
1046,1070
1026,1070
1030,1070
1038,1070
1021,1070
979,1070
906,1070
863,1070
806,1070
747,1070
681,1070
656,1070
650,1070
687,1070
818,1070
1004,1070
1216,1070
1458,1070
1665,1070
1883,1070
1910,1070
1910,1066
1910,961
1910,888
1910,806
1910,794
1910,784
1910,769
1910,779
1910,757
1910,767
1910,715
1910,749
1910,709
1910,708
1910,748
1910,799
1910,803
1910,816
1910,779
1910,834
1910,877
1910,933
1910,924
1763,935
1591,999
1434,1032
1364,1049
1320,1070
1280,1068
1222,1070
1163,1070
1109,1070
1032,1070
1012,1070
1031,1070
1032,1070
1064,1070
1114,1070
1134,1070
1197,1070
1223,1070
1214,1070
1246,1070
1232,1070
1245,1070
1287,1070
1289,1070
1297,1070
1323,1070
1373,1070
1474,1070
1557,1070
1629,1070
1701,1070
1767,1070
1820,1070
1822,1070
1767,1070
1676,1070
1594,1070
1520,1070
1439,1070
1362,1070
1291,1070
1274,1070
1286,1070
1292,1070
1307,1070
1317,1070
1312,1070
1322,1070
1338,1070
1355,1070
1367,1070
1359,1070
1386,1070
1397,1070
1453,1070
1479,1070
1526,1070
1560,1070
1617,1070
1647,1070
1725,1070
1736,1070
1724,1070
1652,1070
1604,1070
1550,1070
1496,1070
1410,1070
1338,1070
1306,1070
1304,1070
1289,1070
1265,1070
1220,1070
1146,1070
1072,1070
963,1070
862,1070
768,1070
707,1070
668,1070
670,1070
666,1070
665,1070
653,1070
657,1070
636,1070
598,1070
586,1070
588,1070
608,1070
601,1070
588,1070
574,1070
594,1030
562,1070
532,1070
502,1070
509,1070
464,1070
445,1070
422,1070
416,1070
421,1070
412,1062
392,1056
507,1070
626,1070
737,1070
840,1070
937,1070
1039,1070
1159,1070
1185,948
1188,883
1201,910
1209,916
1212,884
1223,858
1232,831
1225,893
1132,864
1033,812
962,810
887,853
801,898
711,876
655,804
667,869
648,913
628,906
604,910
609,926
584,961
548,965
519,952
510,926
499,922
498,896
443,865
442,860
434,902
449,910
492,944
534,967
540,926
586,955
610,999
646,986
679,996
702,1041
739,1070
826,1070
870,1070
921,1070
971,1070
1012,1070
1037,1070
1021,1070
1021,1070
1071,1070
1101,1070
1122,1070
1143,1070
1162,1070
1199,1070
1209,1070
1203,1070
1204,1070
1189,1070
1148,1070
1121,1070
1087,962
1043,795
980,681
932,571
900,515
899,488
884,470
881,447
865,441
874,431
872,355
883,248
892,183
912,108
906,49
921,78
940,58
972,51
940,86
902,108
851,74
813,67
773,25
709,10
629,10
597,10
570,10
567,10
570,10
548,10
551,10
556,10
557,10
547,10
547,10
569,10
606,10
643,10
676,91
721,136
763,200
793,218
794,226
802,212
809,246
784,215
782,252
785,249
727,240
608,188
483,189
336,128
245,89
131,50
10,64
10,73
10,101
10,99
10,140
10,183
10,200
10,192
10,158
10,173
10,202
10,182
10,177
10,174
10,210
10,193
10,198
10,176
10,173
10,168
10,185
10,138
10,132
10,152
18,157
95,151
161,153
234,158
280,109
362,137
447,109
458,93
448,97
452,23
456,28
495,88
536,157
602,268
705,370
792,503
862,684
917,757
974,881
1013,952
1075,970
1087,1061
1128,1070
1167,1061
1214,1070
1233,1070
1243,1070
1243,1070
1248,1070
1246,1070
1267,1070
1229,1070
1141,1070
1100,1070
988,1070
902,1070
822,1070
741,1070
689,1024
706,1067
682,1070
681,1064
688,1069
668,1070
669,1070
666,1070
653,1036
651,1033
668,1036
663,975
687,990
662,992
677,984
679,1026
667,1036
673,1061
668,1070
710,1023
752,984
791,901
837,831
904,735
927,611
985,559
976,560
984,543
977,614
986,567
956,593
974,578
952,539
949,501
970,469
975,419
973,367
991,307
992,318
1014,281
996,356
983,344
999,384
985,423
997,455
992,449
980,474
999,441
993,456
964,413
966,438
950,412
932,459
917,512
920,480
932,478
944,467
943,486
938,473
938,412
958,348
933,350
936,338
928,324
931,262
926,257
938,290
912,311
922,306
910,262
905,296
891,342
897,355
876,351
885,371
898,306
887,360
915,393
933,400
940,419
953,409
943,417
945,482
955,444
947,464
948,529
949,548
975,575
1015,590
1008,602
1024,637
1020,563
1035,502
1042,492
1052,499
1047,485
1049,567
1049,604
1056,614
1033,646
1054,648
1044,641
1039,663
1059,595
1052,552
1051,583
1066,601
1032,601
1029,621
1015,599
1019,638
1018,622
1018,594
1026,594
1031,575
1018,510
1045,524
1030,519
1023,604
1022,638
1019,631
1038,672
1046,752
1025,706
1035,637
1033,593
1044,620
1037,618
1020,628
1009,627
1025,649
1020,736
1025,738
1009,708
